year,name,party,word_count,freq_dist_filtered
1950,Harry S Truman,Democratic,5126,"{'year': 29, 'I': 32, 'good': 11, 'today': 7, 'Our': 15, 'increase': 10, 'freedom': 12, 'strength': 7, 'world': 27, 'past': 10, 'made': 9, 'progress': 6, 'peace': 13, 'home': 7, 'We': 34, 'continued': 6, 'support': 6, 'policy': 12, 'international': 8, 'United': 11, 'Nations': 6, 'great': 15, 'still': 5, 'u': 16, 'area': 7, 'free': 9, 'people': 23, 'new': 14, 'In': 19, 'affair': 6, 'advance': 6, 'opportunity': 11, 'better': 10, 'life': 19, 'first': 8, 'economic': 20, 'Government': 13, 'program': 18, 'power': 14, 'benefit': 14, 'As': 8, 'also': 9, 'housing': 5, 'income': 9, 'group': 5, 'development': 8, 'natural': 6, 'resource': 10, 'greater': 10, 'nation': 14, 'future': 9, 'history': 9, 'century': 6, 'The': 20, 'make': 9, 'last': 10, 'mankind': 6, 'If': 8, 'may': 7, 'must': 24, 'States': 6, 'change': 5, 'country': 16, 'national': 12, 'production': 8, 'productive': 6, 'system': 13, 'ideal': 8, 'government': 5, 'one': 8, 'continue': 8, 'work': 10, 'achieve': 6, 'security': 6, 'It': 14, 'growth': 12, 'health': 5, 'public': 7, 'maintain': 5, 'democratic': 12, 'men': 6, 'This': 9, 'principle': 7, 'At': 7, 'effort': 8, 'purpose': 5, 'They': 8, 'These': 6, 'give': 5, 'mean': 6, 'shall': 7, 'believe': 5, 'provide': 6, 'law': 6, 'way': 6, 'time': 8, 'control': 5, 'well': 9, 'essential': 6, 'session': 6, 'prosperity': 5, 'achieved': 8, 'economy': 9, 'fair': 6, 'legislation': 6, 'increasing': 9, 'increased': 5, 'challenge': 8, 'meet': 8, 'extend': 5, 'family': 5, 'present': 5, 'unless': 7, 'enterprise': 5, 'help': 5, 'labor': 7, 'need': 8, 'business': 5, 'necessary': 5, 'To': 6, 'recommend': 5, 'proposal': 5, 'Federal': 6, 'expenditure': 7}"
1951,Harry S Truman,Democratic,3988,"{'This': 11, 'history': 6, 'The': 29, 'action': 7, 'take': 5, 'world': 31, 'These': 7, 'free': 30, 'people': 14, 'meet': 11, 'challenge': 5, 'way': 7, 'We': 52, 'I': 18, 'know': 7, 'great': 9, 'debate': 5, 'needed': 6, 'u': 15, 'time': 5, 'country': 21, 'Our': 13, 'strong': 6, 'men': 8, 'work': 7, 'produce': 5, 'far': 5, 'must': 19, 'part': 12, 'together': 11, 'fighting': 10, 'Korea': 8, 'United': 9, 'Nations': 7, 'ally': 5, 'aggression': 11, 'long': 7, 'They': 11, 'right': 7, 'nation': 24, 'threat': 5, 'Soviet': 19, 'defend': 6, 'freedom': 14, 'state': 5, 'also': 5, 'security': 7, 'one': 9, 'peace': 7, 'plan': 8, 'program': 8, 'Union': 7, 'would': 10, 'But': 8, 'military': 16, 'force': 14, 'It': 13, 'arm': 6, 'equipment': 6, 'economy': 5, 'use': 6, 'power': 7, 'two': 5, 'method': 5, 'In': 9, 'put': 5, 'economic': 10, 'If': 8, 'effort': 10, 'war': 6, 'strength': 16, 'material': 5, 'And': 5, 'ideal': 6, 'believe': 7, 'modern': 5, 'give': 7, 'community': 6, 'need': 16, 'Europe': 11, 'supply': 5, 'Asia': 5, 'many': 10, 'hope': 6, 'aid': 6, 'much': 7, 'build': 7, 'defense': 17, 'continue': 6, 'building': 7, 'help': 7, 'good': 5, 'mean': 7, 'production': 9, 'North': 6, 'Atlantic': 6, 'Treaty': 5, 'training': 5, 'stand': 6, 'weapon': 6, 'keep': 5, 'capacity': 6, 'plane': 6, 'Let': 6, 'B': 6}"
1952,Harry S Truman,Democratic,5334,"{'I': 40, 'like': 5, 'necessity': 5, 'first': 5, 'thing': 20, 'work': 7, 'together': 8, 'year': 40, 'good': 11, 'country': 13, 'The': 31, 'United': 8, 'free': 19, 'world': 33, 'period': 5, 'action': 7, 'take': 8, 'must': 30, 'help': 11, 'meet': 7, 'This': 22, 'part': 9, 'life': 8, 'That': 5, 'But': 12, 'greater': 7, 'political': 5, 'fight': 10, 'national': 6, 'We': 61, 'policy': 5, 'peace': 20, 'u': 19, 'going': 6, 'time': 11, 'threat': 6, 'aggression': 7, 'great': 17, 'effort': 12, 'kind': 5, 'shall': 5, 'goal': 5, 'price': 6, 'freedom': 9, 'well': 7, 'military': 11, 'strength': 8, 'chance': 5, 'many': 5, 'defense': 26, 'If': 8, 'made': 8, 'ahead': 8, 'much': 5, 'security': 5, 'way': 12, 'build': 7, 'strong': 9, 'look': 5, 'side': 9, 'advance': 5, 'run': 5, 'new': 6, 'nation': 14, 'war': 11, 'In': 20, 'Korea': 11, 'force': 16, 'Nations': 6, 'Communist': 8, 'area': 6, 'still': 7, 'aid': 8, 'ally': 7, 'Europe': 11, 'real': 7, 'need': 12, 'already': 5, 'also': 8, 'bring': 7, 'hope': 10, 'plan': 5, 'last': 6, 'long': 6, 'people': 24, 'And': 9, 'Soviet': 6, 'burden': 5, 'million': 6, 'men': 8, 'progress': 11, 'weapon': 5, 'supply': 5, 'job': 8, 'production': 13, 'service': 7, 'economic': 6, 'produce': 5, 'program': 8, 'increase': 9, 'power': 7, 'mean': 10, 'It': 8, 'among': 7, 'home': 6, 'far': 7, 'make': 9, 'adequate': 5, 'attack': 6, 'Some': 5, 'one': 11, 'hard': 5, 'right': 7, 'expect': 5, 'needed': 5, 'toward': 5, 'Our': 11, 'go': 5, 'forward': 6, 'get': 6, 'think': 8, 'want': 11, 'know': 6, 'keep': 7, 'continue': 7, 'give': 7, 'European': 5, 'see': 7, 'health': 7, 'farmer': 5, 'working': 9, 'cost': 5, 'public': 5, 'full': 8, 'Government': 6, 'intend': 5, 'law': 13, 'fair': 7}"
1953,Harry S Truman,Democratic,9599,"{'To': 5, 'United': 24, 'States': 13, 'I': 48, 'state': 9, 'Union': 14, 'This': 24, 'present': 7, 'country': 19, 'set': 6, 'proposal': 5, 'action': 9, 'year': 37, 'But': 28, 'purpose': 10, 'today': 7, 'The': 47, 'program': 7, 'fall': 5, 'would': 23, 'upon': 12, 'responsibility': 7, 'forward': 8, 'course': 8, 'past': 8, 'eight': 10, 'position': 6, 'In': 19, 'two': 9, 'place': 9, 'private': 6, 'Republic': 13, 'last': 5, 'changed': 8, 'ago': 5, 'That': 12, 'time': 34, 'great': 29, 'human': 14, 'u': 28, 'Presidential': 5, 'office': 7, 'see': 9, 'democratic': 5, 'step': 11, 'back': 11, 'life': 16, 'people': 39, 'And': 18, 'done': 8, 'one': 21, 'another': 14, 'sought': 7, 'take': 12, 'must': 24, 'together': 5, 'hope': 6, 'believe': 8, 'mean': 13, 'full': 7, 'need': 5, 'man': 10, 'Americans': 6, 'task': 11, 'What': 6, 'national': 11, 'armed': 6, 'force': 20, 'Nation': 6, 'Federal': 5, 'side': 14, 'opportunity': 7, 'political': 11, 'party': 5, 'like': 5, 'face': 8, 'could': 16, 'hard': 9, 'perhaps': 5, 'history': 13, 'Now': 5, 'carry': 8, 'way': 24, 'may': 13, 'grow': 5, 'also': 5, 'whole': 17, 'free': 76, 'world': 86, 'communist': 42, 'atomic': 21, 'challenge': 11, 'alone': 5, 'meet': 10, 'It': 16, 'nearly': 6, 'much': 11, 'pride': 5, 'government': 9, 'many': 8, 'keep': 5, 'right': 9, 'rising': 5, 'basic': 7, 'There': 9, 'measure': 11, 'support': 7, 'For': 6, 'We': 52, 'still': 6, 'close': 6, 'thing': 8, 'since': 10, 'first': 8, 'made': 10, 'World': 14, 'War': 16, 'II': 10, 'question': 15, 'well': 8, 'Would': 6, 'economy': 7, 'war': 40, 'policy': 11, 'answered': 12, 'Our': 11, 'never': 5, 'million': 13, 'seven': 7, 'billion': 6, 'dollar': 6, 'new': 24, 'end': 9, 'living': 5, 'strength': 17, 'peace': 9, 'Korea': 7, 'live': 8, 'defense': 16, 'vast': 6, 'aid': 6, 'ally': 6, 'good': 5, 'service': 5, 'peaceful': 8, 'use': 10, 'answer': 6, 'Government': 7, 'problem': 14, 'public': 6, 'held': 5, 'began': 5, 'social': 11, 'long': 9, 'continue': 7, 'heart': 5, 'progress': 19, 'old': 6, 'thousand': 5, 'effort': 16, 'community': 5, 'help': 11, 'power': 30, 'demonstrated': 5, 'security': 15, 'post': 5, 'natural': 5, 'resource': 8, 'strong': 5, 'movement': 5, 'future': 8, 'control': 6, 'work': 7, 'economic': 26, 'toward': 11, 'every': 10, 'part': 6, 'freedom': 10, 'urgent': 5, 'brought': 7, 'military': 18, 'make': 9, 'effective': 9, 'come': 9, 'structure': 5, 'nation': 36, 'know': 15, 'building': 5, 'give': 10, 'condition': 7, 'Nations': 13, 'Soviet': 34, 'principle': 7, 'men': 11, 'idea': 5, 'satellite': 6, 'ruler': 17, 'They': 12, 'independence': 5, 'Europe': 12, 'agreement': 5, 'source': 5, 'nature': 5, 'threat': 7, 'China': 7, 'development': 8, 'area': 7, 'institution': 7, 'change': 13, 'society': 11, 'Kremlin': 7, 'Western': 5, 'aggression': 12, 'These': 7, 'requirement': 6, 'order': 7, 'weapon': 5, 'unity': 5, 'become': 5, 'international': 7, 'collective': 8, 'different': 5, 'test': 6, 'ultimate': 5, 'meaning': 5, 'energy': 8, 'stage': 5, 'science': 6, 'danger': 5, 'faith': 8, 'fear': 10}"
1953,Dwight D Eisenhower,Republican,6941,"{'I': 38, 'first': 6, 'It': 19, 'purpose': 13, 'leadership': 5, 'administration': 12, 'responsibility': 12, 'people': 20, 'The': 48, 'labor': 18, 'world': 14, 'affair': 5, 'peace': 5, 'national': 9, 'efficiency': 5, 'respect': 6, 'initiative': 10, 'economy': 9, 'may': 6, 'freedom': 17, 'well': 7, 'opportunity': 5, 'Nation': 18, 'strength': 14, 'every': 10, 'task': 6, 'certain': 8, 'effort': 10, 'toward': 5, 'time': 10, 'program': 21, 'action': 11, 'upon': 16, 'country': 11, 'new': 10, 'appropriate': 6, 'study': 11, 'shall': 12, 'recommendation': 6, 'consideration': 5, 'provide': 6, 'Our': 18, 'We': 21, 'cooperation': 7, 'u': 11, 'one': 17, 'clear': 11, 'free': 10, 'mean': 5, 'cost': 7, 'This': 31, 'therefore': 5, 'foreign': 9, 'policy': 26, 'They': 9, 'must': 45, 'executive': 6, 'branch': 6, 'Government': 25, 'defend': 5, 'Europe': 10, 'order': 5, 'kind': 7, 'past': 5, 'government': 9, 'single': 6, 'nation': 10, 'Communist': 5, 'without': 6, 'security': 19, 'effective': 10, 'United': 12, 'States': 11, 'matter': 5, 'interest': 7, 'help': 6, 'measure': 6, 'heart': 8, 'defensive': 5, 'But': 9, 'problem': 12, 'demand': 16, 'economic': 19, 'political': 5, 'system': 8, 'needed': 5, 'necessary': 8, 'military': 12, 'living': 5, 'fact': 9, 'work': 5, 'plan': 7, 'These': 9, 'great': 8, 'right': 14, 'encourage': 7, 'essential': 6, 'A': 8, 'example': 5, 'area': 10, 'industrial': 5, 'take': 6, 'greater': 9, 'service': 10, 'recommend': 5, 'immediate': 9, 'legislation': 14, 'In': 22, 'farmer': 5, 'production': 6, 'defense': 14, 'important': 6, 'general': 5, 'make': 8, 'special': 5, 'war': 5, 'Korea': 8, 'part': 6, 'situation': 5, 'force': 9, 'attack': 5, 'also': 7, 'serve': 6, 'longer': 5, 'obligation': 6, 'strong': 6, 'limit': 5, 'To': 7, 'power': 10, 'would': 5, 'activity': 7, 'best': 8, 'way': 7, 'use': 6, 'future': 7, 'present': 8, 'law': 9, 'total': 6, 'related': 5, 'need': 9, 'whole': 11, 'field': 7, 'community': 6, 'There': 8, 'possible': 5, 'civil': 5, 'local': 7, 'meet': 5, 'Federal': 21, 'fiscal': 8, 'planned': 5, 'deficit': 9, 'budget': 9, 'burden': 5, 'debt': 8, 'inflation': 7, 'tax': 9, 'already': 6, 'beyond': 6, 'current': 6, 'year': 12, 'know': 10, 'billion': 6, 'dollar': 6, 'authority': 6, 'payment': 5, 'end': 7, 'department': 6, 'control': 17, 'basic': 5, 'principle': 5, 'Department': 6, 'individual': 8, 'many': 5, 'price': 12, 'wage': 5, 'public': 7, 'course': 5, 'agency': 6, 'promptly': 6, 'personnel': 5, 'life': 5, 'population': 5, 'resource': 7, 'farm': 5, 'worker': 5, 'social': 6, 'school': 7}"
1954,Dwight D Eisenhower,Republican,5990,"{'It': 16, 'present': 12, 'state': 11, 'recommend': 6, 'measure': 7, 'security': 14, 'well': 7, 'people': 16, 'Government': 14, 'I': 43, 'great': 8, 'support': 5, 'objective': 5, 'recommendation': 11, 'make': 9, 'stronger': 5, 'A': 11, 'nation': 8, 'every': 11, 'citizen': 7, 'hope': 5, 'effort': 5, 'freedom': 14, 'peace': 11, 'mean': 5, 'Administration': 9, 'first': 7, 'year': 27, 'We': 16, 'continue': 13, 'increase': 6, 'better': 5, 'Korea': 6, 'still': 7, 'home': 8, 'military': 14, 'service': 7, 'The': 33, 'u': 5, 'control': 7, 'government': 30, 'reduced': 9, 'work': 7, 'employee': 5, 'toward': 8, 'defense': 12, 'new': 20, 'concern': 7, 'problem': 10, 'armed': 5, 'force': 9, 'Federal': 21, 'way': 6, 'also': 13, 'made': 8, 'These': 6, 'continuing': 5, 'Communist': 6, 'States': 12, 'aid': 6, 'In': 23, 'world': 19, 'free': 10, 'change': 5, 'initiative': 10, 'Our': 7, 'policy': 11, 'As': 6, 'use': 8, 'shall': 26, 'purpose': 8, 'maintain': 6, 'strong': 6, 'growing': 5, 'economy': 9, 'individual': 10, 'long': 6, 'power': 7, 'reduce': 5, 'responsibility': 5, 'foreign': 7, 'vital': 6, 'system': 13, 'ask': 5, 'continued': 6, 'material': 6, 'assistance': 12, 'This': 18, 'already': 6, 'economic': 13, 'place': 7, 'provide': 6, 'United': 11, 'Europe': 5, 'based': 5, 'including': 6, 'Nation': 7, 'whole': 6, 'many': 10, 'take': 5, 'action': 9, 'keep': 5, 'trade': 5, 'must': 12, 'program': 32, 'important': 5, 'fiscal': 9, 'Budget': 6, 'propose': 6, 'fund': 5, 'level': 10, 'ally': 6, 'needed': 8, 'urge': 5, 'January': 7, 'family': 5, 'medical': 7, 'time': 7, 'supply': 5, 'sound': 7, 'need': 13, 'age': 5, 'tax': 18, 'standard': 6, 'national': 6, 'additional': 5, 'special': 7, 'law': 7, 'legislation': 5, 'growth': 6, 'But': 5, 'message': 5, 'plan': 6, 'grant': 5, 'insurance': 8, 'agricultural': 5, 'public': 8, 'budget': 7, 'reduction': 8, 'revenue': 6, 'production': 9, 'Act': 5, 'agriculture': 5, 'farmer': 7, 'crop': 5, 'surplus': 5, 'market': 7, 'alternative': 5, 'resource': 6, 'local': 6, 'project': 6, 'private': 5}"
1955,Dwight D Eisenhower,Republican,7250,"{'First': 7, 'I': 66, 'th': 5, 'We': 28, 'shall': 29, 'good': 10, 'At': 6, 'believe': 5, 'great': 12, 'fundamental': 5, 'national': 11, 'life': 9, 'every': 10, 'human': 8, 'right': 8, 'This': 21, 'faith': 8, 'people': 31, 'must': 46, 'free': 18, 'interest': 5, 'purpose': 8, 'Federal': 40, 'Government': 12, 'maintain': 7, 'freedom': 12, 'among': 10, 'others': 5, 'may': 9, 'work': 10, 'peace': 17, 'Second': 5, 'help': 8, 'keep': 7, 'economy': 14, 'vigorous': 8, 'strength': 18, 'better': 14, 'living': 5, 'opportunity': 8, 'citizen': 6, 'And': 5, 'third': 5, 'concern': 8, 'problem': 17, 'broad': 5, 'government': 31, 'support': 6, 'It': 13, 'importance': 6, 'u': 13, 'world': 17, 'economic': 22, 'military': 28, 'power': 12, 'therefore': 9, 'long': 7, 'force': 19, 'In': 29, 'past': 17, 'year': 45, 'progress': 13, 'continuing': 5, 'nation': 30, 'time': 15, 'new': 14, 'The': 26, 'security': 13, 'way': 5, 'defense': 13, 'last': 7, 'These': 11, 'future': 7, 'aggression': 6, 'meet': 6, 'also': 20, 'development': 18, 'self': 5, 'area': 7, 'United': 8, 'Nations': 7, 'promise': 5, 'country': 11, 'plan': 6, 'use': 9, 'But': 5, 'remain': 8, 'Communist': 7, 'weapon': 7, 'present': 9, 'effort': 14, 'growing': 7, 'To': 11, 'many': 12, 'high': 5, 'one': 5, 'labor': 5, 'make': 6, 'strengthen': 8, 'continue': 9, 'Americans': 5, 'encourage': 6, 'made': 13, 'essential': 10, 'advance': 7, 'States': 9, 'respect': 6, 'program': 42, 'action': 10, 'urge': 8, 'give': 6, 'carry': 5, 'forward': 11, 'maintenance': 7, 'partnership': 8, 'especially': 5, 'foreign': 6, 'production': 5, 'service': 16, 'ever': 5, 'improve': 8, 'important': 8, 'market': 5, 'farm': 13, 'material': 7, 'resource': 13, 'policy': 11, 'benefit': 7, 'reduce': 5, 'certain': 5, 'toward': 6, 'administration': 6, 'assistance': 7, 'le': 6, 'private': 11, 'income': 8, 'industry': 6, 'January': 8, 'special': 8, 'recommendation': 7, 'Our': 6, 'two': 15, 'budget': 6, 'civilian': 8, 'improved': 5, 'billion': 8, 'dollar': 6, 'activity': 9, 'armed': 7, 'adequate': 7, 'planning': 5, 'increase': 10, 'effective': 6, 'expansion': 6, 'need': 13, 'land': 5, 'assure': 5, 'protection': 9, 'measure': 10, 'first': 6, 'second': 5, 'combat': 6, 'propose': 7, 'dependent': 5, 'survivor': 7, 'housing': 7, 'pay': 6, 'comprehensive': 5, 'age': 8, 'requires': 5, 'system': 9, 'basic': 6, 'State': 10, 'available': 5, 'Act': 9, 'additional': 8, 'public': 13, 'As': 6, 'cooperation': 7, 'responsibility': 7, 'growth': 8, 'wage': 7, 'spending': 5, 'expenditure': 5, 'tax': 8, 'A': 6, 'insurance': 11, 'law': 14, 'old': 7, 'local': 10, 'obligation': 6, 'cost': 5, 'rate': 5, 'water': 6, 'project': 5, 'Administration': 6, 'recommend': 13, 'full': 5, 'existing': 5, 'family': 6, 'health': 12, 'individual': 6, 'shortage': 5, 'personnel': 6, 'dealing': 5, 'employee': 5}"
1956,Dwight D Eisenhower,Republican,8245,"{'To': 13, 'United': 16, 'States': 16, 'The': 47, 'new': 26, 'year': 51, 'must': 41, 'u': 15, 'protection': 5, 'ever': 11, 'present': 11, 'State': 7, 'accomplished': 6, 'free': 14, 'people': 31, 'national': 18, 'problem': 22, 'work': 8, 'needed': 11, 'In': 34, 'past': 13, 'three': 9, 'Government': 14, 'Executive': 6, 'done': 5, 'much': 9, 'building': 7, 'better': 6, 'broad': 5, 'progress': 15, 'energy': 8, 'greater': 5, 'opportunity': 9, 'need': 17, 'strength': 9, 'security': 14, 'Republic': 7, 'Our': 20, 'country': 11, 'peace': 16, 'A': 14, 'life': 12, 'economy': 11, 'billion': 8, 'dollar': 10, 'prosperity': 10, 'income': 10, 'number': 7, 'Americans': 7, 'time': 14, 'As': 5, 'living': 8, 'good': 7, 'farm': 11, 'family': 7, 'promptly': 5, 'strengthen': 9, 'program': 45, 'also': 13, 'forward': 8, 'two': 8, 'system': 23, 'defense': 10, 'cost': 9, 'world': 17, 'trade': 8, 'price': 6, 'control': 6, 'cut': 6, 'thousand': 8, 'Federal': 32, 'balanced': 5, 'budget': 8, 'million': 7, 'insurance': 8, 'advance': 6, 'civil': 5, 'right': 7, 'made': 21, 'long': 10, 'agriculture': 6, 'This': 16, 'private': 5, 'community': 8, 'mind': 5, 'business': 10, 'last': 17, 'measure': 13, 'great': 8, 'still': 8, 'attention': 6, 'legislation': 22, 'school': 13, 'construction': 7, 'health': 5, 'resource': 11, 'economic': 17, 'policy': 13, 'labor': 5, 'Act': 7, 'extension': 5, 'additional': 6, 'atomic': 6, 'toward': 10, 'essential': 10, 'political': 6, 'support': 8, 'effort': 22, 'human': 11, 'benefit': 7, 'many': 10, 'purpose': 7, 'But': 7, 'responsibility': 8, 'would': 7, 'future': 5, 'We': 36, 'child': 8, 'nation': 24, 'Administration': 18, 'continued': 5, 'Because': 5, 'interest': 10, 'within': 5, 'I': 55, 'shall': 19, 'Session': 7, 'submitted': 8, 'recommendation': 9, 'field': 8, 'objective': 10, 'action': 12, 'justice': 5, 'way': 11, 'improve': 6, 'reduce': 5, 'among': 5, 'taken': 8, 'war': 5, 'condition': 5, 'freedom': 6, 'Communist': 6, 'threat': 5, 'well': 11, 'meet': 8, 'designed': 5, 'change': 7, 'military': 16, 'power': 6, 'continue': 11, 'maintain': 6, 'effective': 9, 'give': 7, 'make': 14, 'Organization': 6, 'Defense': 5, 'Nations': 5, 'membership': 5, 'step': 5, 'use': 9, 'During': 5, 'improved': 8, 'general': 6, 'achieve': 8, 'help': 13, 'increase': 13, 'assistance': 10, 'part': 6, 'area': 11, 'necessary': 5, 'assist': 5, 'request': 5, 'provide': 11, 'continuing': 7, 'expanded': 5, 'tax': 9, 'improvement': 9, 'special': 5, 'may': 6, 'development': 7, 'project': 7, 'authority': 6, 'term': 5, 'fiscal': 11, 'law': 9, 'one': 6, 'substantial': 5, 'weapon': 5, 'vital': 5, 'Department': 5, 'share': 5, 'including': 7, 'plan': 6, 'production': 7, 'increased': 7, 'service': 7, 'medical': 6, 'care': 5, 'study': 5, 'attack': 5, 'facility': 7, 'requirement': 6, 'activity': 6, 'without': 8, 'government': 14, 'public': 8, 'management': 8, 'home': 5, 'process': 5, 'deficit': 5, 'existing': 6, 'every': 6, 'individual': 7, 'industry': 7, 'It': 8, 'market': 7, 'concern': 5, 'Such': 5, 'farmer': 6, 'surplus': 8, 'welfare': 7, 'research': 7, 'recommend': 10, 'small': 6, 'local': 6, 'adequate': 7, 'person': 6, 'employee': 5, 'worker': 5, 'pay': 6, 'housing': 7, 'immigrant': 5}"
1957,Dwight D Eisenhower,Republican,4145,"{'To': 5, 'United': 11, 'States': 10, 'I': 28, 'today': 6, 'nation': 16, 'world': 24, 'time': 6, 'need': 10, 'government': 7, 'system': 6, 'But': 9, 'every': 6, 'In': 8, 'individual': 6, 'freedom': 7, 'men': 5, 'even': 5, 'spirit': 5, 'self': 7, 'economic': 8, 'national': 8, 'must': 14, 'people': 17, 'seek': 5, 'new': 10, 'human': 9, 'year': 8, 'among': 6, 'The': 17, 'This': 9, 'force': 6, 'work': 5, 'many': 6, 'affair': 7, 'Our': 9, 'interest': 9, 'Nation': 8, 'u': 11, 'strength': 7, 'principle': 8, 'A': 7, 'concern': 5, 'welfare': 5, 'effort': 9, 'progress': 5, 'opportunity': 7, 'within': 7, 'We': 7, 'shall': 8, 'continue': 5, 'friend': 5, 'problem': 6, 'life': 6, 'prosperity': 7, 'four': 5, 'program': 10, 'Administration': 7, 'domestic': 7, 'economy': 14, 'resource': 6, 'It': 8, 'productive': 5, 'free': 16, 'price': 8, 'cost': 5, 'requires': 5, 'Federal': 5, 'Government': 10, 'share': 5, 'money': 5, 'security': 16, 'action': 5, 'purpose': 7, 'labor': 5, 'well': 6, 'responsibility': 7, 'wage': 5, 'increase': 8, 'demand': 6, 'area': 6, 'vital': 9, 'power': 5, 'make': 5, 'right': 10, 'development': 6, 'law': 6, 'recommendation': 7, 'field': 7, 'water': 6, 'would': 7, 'believe': 5, 'justice': 6, 'civil': 7, 'legislation': 6, 'military': 8, 'peace': 10}"
1958,Dwight D Eisenhower,Republican,4927,"{'It': 16, 'u': 21, 'new': 10, 'world': 27, 'development': 12, 'believe': 6, 'nation': 14, 'strength': 20, 'danger': 6, 'But': 18, 'real': 11, 'The': 34, 'purpose': 9, 'message': 5, 'give': 6, 'people': 21, 'confidence': 5, 'security': 20, 'I': 35, 'problem': 10, 'present': 7, 'future': 9, 'state': 5, 'action': 17, 'two': 5, 'task': 9, 'shall': 5, 'year': 12, 'first': 6, 'As': 7, 'conviction': 5, 'We': 17, 'based': 5, 'defensive': 5, 'deterrent': 5, 'power': 14, 'war': 9, 'could': 7, 'one': 19, 'maintain': 5, 'necessary': 8, 'make': 12, 'military': 28, 'would': 9, 'work': 9, 'peace': 24, 'must': 28, 'never': 5, 'economic': 19, 'trade': 6, 'education': 8, 'threat': 7, 'communist': 6, 'This': 19, 'Soviets': 7, 'Soviet': 7, 'way': 5, 'scientific': 5, 'establishment': 7, 'activity': 5, 'service': 11, 'weapon': 8, 'expansion': 5, 'science': 5, 'mean': 8, 'national': 6, 'upon': 7, 'making': 5, 'important': 8, 'period': 6, 'ahead': 8, 'friend': 6, 'part': 12, 'today': 10, 'They': 5, 'potential': 5, 'country': 11, 'government': 6, 'billion': 6, 'long': 9, 'range': 6, 'ballistic': 6, 'missile': 15, 'effort': 18, 'time': 10, 'fact': 5, 'already': 5, 'million': 5, 'In': 13, 'program': 15, 'Our': 9, 'free': 9, 'possible': 7, 'need': 7, 'kind': 9, 'force': 7, 'Federal': 5, 'always': 5, 'use': 6, 'defense': 11, 'aid': 8, 'resource': 5, 'help': 5, 'research': 8, 'place': 5, 'organization': 9, 'interest': 6, 'United': 6, 'cooperation': 6, 'increase': 9, 'effective': 5, 'local': 5, 'fund': 5, 'disarmament': 6}"
1959,Dwight D Eisenhower,Republican,4889,"{'This': 6, 'Executive': 5, 'work': 6, 'build': 6, 'basic': 5, 'purpose': 6, 'u': 12, 'To': 12, 'strength': 8, 'security': 9, 'opportunity': 6, 'As': 5, 'meet': 6, 'year': 24, 'must': 29, 'continue': 7, 'free': 11, 'government': 10, 'time': 13, 'history': 6, 'It': 9, 'Government': 5, 'upon': 5, 'right': 7, 'life': 5, 'economic': 10, 'military': 9, 'power': 6, 'great': 7, 'people': 17, 'nation': 22, 'one': 12, 'recent': 5, 'World': 5, 'We': 31, 'growth': 11, 'help': 9, 'world': 22, 'part': 9, 'seek': 7, 'peace': 8, 'war': 5, 'could': 5, 'effort': 12, 'international': 5, 'The': 28, 'responsibility': 5, 'force': 10, 'cause': 6, 'If': 8, 'would': 17, 'freedom': 18, 'In': 12, 'objective': 6, 'Our': 9, 'progress': 11, 'made': 8, 'development': 12, 'missile': 6, 'program': 11, 'sound': 5, 'advance': 5, 'new': 10, 'system': 5, 'major': 5, 'national': 8, 'greater': 8, 'field': 6, 'clearly': 5, 'law': 11, 'many': 6, 'But': 10, 'cost': 10, 'Federal': 13, 'budget': 5, 'fiscal': 9, 'million': 6, 'billion': 7, 'much': 5, 'certain': 6, 'economy': 13, 'expenditure': 10, 'defense': 6, 'every': 8, 'I': 25, 'protect': 6, 'forward': 6, 'way': 5, 'make': 10, 'Committee': 6, 'hope': 7, 'public': 10, 'level': 7, 'private': 6, 'necessary': 6, 'dollar': 8, 'future': 6, 'need': 11, 'goal': 6, 'toward': 7, 'individual': 5, 'stability': 5, 'price': 11, 'shall': 11, 'mean': 6, 'legislation': 5, 'action': 6, 'farm': 6, 'United': 5, 'human': 7}"
